confidence,end,id,metadata,start,text,type
1.0,,Entity(text='the GENIUS Act',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='the GENIUS Act'""}",,Entity(text='the GENIUS Act',LAW
1.0,,label='LAW,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""label='law""}",,label='LAW,PERSON
1.0,,the GENIUS Act',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the GENIUS Act'""}",,the GENIUS Act',LAW
1.0,,Congress,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Congress""}",,Congress,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,next year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""next year""}",,next year,DATE
1.0,,8-month,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8-month""}",,8-month,DATE
1.0,,ETF,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""etf""}",,ETF,PRODUCT
1.0,,BTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BTC""}",,BTC,ORG
1.0,,"90,000.</p","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""90,000.</p""}",,"90,000.</p",CARDINAL
1.0,,478,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""478""}",,478,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,Entity(text='next year',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='next year'""}",,Entity(text='next year',DATE
1.0,,next year',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""next year'""}",,next year',DATE
1.0,,Entity(text='8-month',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='8-month'""}",,Entity(text='8-month',DATE
1.0,,end_char=302,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=302""}",,end_char=302,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,8-month',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8-month'""}",,8-month',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,ETH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""eth""}",,ETH,ORG
1.0,,219,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""219""}",,219,MONEY
1.0,,Bitmine,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Bitmine""}",,Bitmine,NORP
1.0,,nearly $219 million,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""nearly $219 million""}",,nearly $219 million,MONEY
1.0,,ETH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""eth""}",,ETH,ORG
1.0,,465,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""465""}",,465,CARDINAL
1.0,,7,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""7""}",,7,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,219,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""219""}",,219,CARDINAL
1.0,,$219 million,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$219 million""}",,$219 million,MONEY
1.0,,nearly $219 million,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""nearly $219 million""}",,nearly $219 million,MONEY
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,two,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""two""}",,two,CARDINAL
1.0,,JPMorgan,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""JPMorgan""}",,JPMorgan,ORG
1.0,,BlindPay,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BlindPay""}",,BlindPay,ORG
1.0,,Kontigo,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Kontigo""}",,Kontigo,PERSON
1.0,,500,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""500""}",,500,CARDINAL
1.0,,5,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""5""}",,5,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,two,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""two""}",,two,CARDINAL
1.0,,Entity(text='JPMorgan,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='JPMorgan""}",,Entity(text='JPMorgan,NORP
1.0,,JPMorgan,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""JPMorgan""}",,JPMorgan,ORG
1.0,,BlindPay,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BlindPay""}",,BlindPay,ORG
1.0,,Kontigo,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Kontigo""}",,Kontigo,PERSON
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,The second half of 2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the second half of 2026""}",,The second half of 2026,DATE
1.0,,XRP,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""XRP""}",,XRP,ORG
1.0,,Nansen,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Nansen""}",,Nansen,ORG
1.0,,Jake Kennis.</p>',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Jake Kennis.</p>'""}",,Jake Kennis.</p>',PERSON
1.0,,469,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""469""}",,469,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,second,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""second""}",,second,ORDINAL
1.0,,the second half of 2026',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the second half of 2026'""}",,the second half of 2026',DATE
1.0,,Nansen,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Nansen""}",,Nansen,ORG
1.0,,Jake Kennis.</p',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Jake Kennis.</p'""}",,Jake Kennis.</p',PERSON
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVkMWItMWY4OC03MzZkLWI3MTQtMTExNmM4MzczYmM4LmpwZw==.jpg","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""src=\""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVkMWItMWY4OC03MzZkLWI3MTQtMTExNmM4MzczYmM4LmpwZw==.jpg""}",,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVkMWItMWY4OC03MzZkLWI3MTQtMTExNmM4MzczYmM4LmpwZw==.jpg",ORG
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,October,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""October""}",,October,DATE
1.0,,Samson Mow,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Samson Mow""}",,Samson Mow,ORG
1.0,,the year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the year""}",,the year,DATE
1.0,,475,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""475""}",,475,CARDINAL
1.0,,9,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""9""}",,9,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,"Entity(text='src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVkMWItMWY4OC03MzZkLWI3MTQtMTExNmM4MzczYmM4LmpwZw==.jpg'","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='src=\""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVkMWItMWY4OC03MzZkLWI3MTQtMTExNmM4MzczYmM4LmpwZw==.jpg'""}",,"Entity(text='src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVkMWItMWY4OC03MzZkLWI3MTQtMTExNmM4MzczYmM4LmpwZw==.jpg'",ORG
1.0,,start_char=64,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=64""}",,start_char=64,GPE
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,end_char=280,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=280""}",,end_char=280,CARDINAL
1.0,,'decade,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'decade""}",,'decade,DATE
1.0,,October,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""October""}",,October,DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Samson Mow',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Samson Mow'""}",,Samson Mow',ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,TVL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""TVL""}",,TVL,ORG
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,Ethereum’s TVL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Ethereum\u2019s tvl""}",,Ethereum’s TVL,ORG
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,474,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""474""}",,474,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,TVL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""TVL""}",,TVL,ORG
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,TVL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""TVL""}",,TVL,ORG
1.0,,TVL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""TVL""}",,TVL,ORG
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,ASIC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ASIC""}",,ASIC,ORG
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,451,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""451""}",,451,CARDINAL
1.0,,3,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3""}",,3,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,Tom Lee,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Tom Lee""}",,Tom Lee,PERSON
1.0,,Fundstrat,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""fundstrat""}",,Fundstrat,NORP
1.0,,"7,000-$9,000","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""7,000-$9,000""}",,"7,000-$9,000",CARDINAL
1.0,,early 2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""early 2026""}",,early 2026,DATE
1.0,,"20,000.</p","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""20,000.</p""}",,"20,000.</p",CARDINAL
1.0,,476,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""476""}",,476,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,Entity(text='Tom Lee',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='Tom Lee'""}",,Entity(text='Tom Lee',PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Tom Lee',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Tom Lee'""}",,Tom Lee',PERSON
1.0,,Fundstrat,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""fundstrat""}",,Fundstrat,NORP
1.0,,Entity(text='early 2026',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='early 2026'""}",,Entity(text='early 2026',DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,"DAO vote""></p><p>Stani Kulechov\'s","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""DAO vote\""></p><p>Stani Kulechov\\'s""}",,"DAO vote""></p><p>Stani Kulechov\'s",PERSON
1.0,,474,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""474""}",,474,CARDINAL
1.0,,4,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4""}",,4,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,"Entity(text='DAO vote""></p><p>Stani Kulechov\'s","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='DAO vote\""></p><p>Stani Kulechov\\'s""}",,"Entity(text='DAO vote""></p><p>Stani Kulechov\'s",PERSON
1.0,,"DAO vote""></p><p>Stani Kulechov\'s","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""DAO vote\""></p><p>Stani Kulechov\\'s""}",,"DAO vote""></p><p>Stani Kulechov\'s",PERSON
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg""}",,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg,ORG
1.0,,"2025""></p><p","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025\""></p><p""}",,"2025""></p><p",CARDINAL
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,BTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BTC""}",,BTC,ORG
1.0,,511,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""511""}",,511,CARDINAL
1.0,,5,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""5""}",,5,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,Entity(text='images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg""}",,Entity(text='images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg,ORG
1.0,,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg""}",,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ3ODMtMTRmMy03N2Q1LWFhZDYtNzQyOGVkZGQwNDM3LmpwZw==.jpg,ORG
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,$88,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$88""}",,$88,MONEY
1.0,,this week,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""this week""}",,this week,DATE
1.0,,five-day,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""five-day""}",,five-day,DATE
1.0,,year-end,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""year-end""}",,year-end,DATE
1.0,,466,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""466""}",,466,CARDINAL
